dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,5,lw_relu_custom2,1825.280373,0.6377829820452772,0.5464337458815637,0.5796215643534386,35$108$147$171$172,0
indian_pines,10,lw_relu_custom2,0.0,0.7743950039032006,0.7829854725532142,0.7427096766122736,21$35$81$108$147$162$171$172$173$185,0
indian_pines,15,lw_relu_custom2,0.0,0.7615144418423107,0.7549210446377248,0.7282312064787759,0$21$35$81$97$105$108$131$147$162$171$172$173$185$193,0
indian_pines,20,lw_relu_custom2,0.0,0.7849336455893833,0.7822702546792529,0.7553252042102461,0$21$35$61$68$73$81$97$105$108$129$131$147$162$171$172$173$175$185$193,0
indian_pines,25,lw_relu_custom2,0.0,0.7927400468384075,0.7876624600768398,0.7640459260076363,0$21$35$61$68$73$81$97$105$106$108$119$122$127$129$131$147$162$167$171$172$173$175$185$193,0
indian_pines,30,lw_relu_custom2,0.0,0.8149882903981265,0.7888450363773294,0.7892906029516611,0$7$21$24$35$61$68$73$81$97$105$106$108$119$122$127$129$131$147$156$162$167$171$172$173$175$181$185$192$193,0
