dataset,target_size,fold,algorithm,repeat,time,oa,aa,k,selected_features
indian_pines,25,0,zhang,0,114.322143,0.812256049960968,0.8462002190769115,0.7861378571406259,2-4-6-12-16-52-55-61-62-65-74-85-94-103-114-117-120-122-129-132-154-179-180-183-185
indian_pines,25,0,sig,0,111.733701,0.825136612021858,0.8651324239996787,0.8009626754727235,4-5-8-9-12-15-16-18-19-25-29-37-73-78-85-110-120-153-157-159-165-166-170-185-192
indian_pines,25,0,sigfc,0,81.769322,0.795472287275566,0.8068566193647115,0.7670782204304676,5-15-25-33-68-83-99-102-113-120-125-134-136-144-150-151-154-159-165-173-176-177-189-196-199
indian_pines,25,0,lsig,0,117.097004,0.810304449648712,0.794481081115423,0.7839865096961559,2-4-5-6-7-10-16-18-19-25-28-29-33-42-103-115-124-132-134-155-162-170-188-189-197
indian_pines,25,0,lsig2,0,124.608065,0.8075722092115535,0.7995874973967372,0.7806694632308877,0-4-5-7-10-13-16-23-25-27-29-43-68-97-103-117-125-129-132-165-170-174-184-189-194
indian_pines,25,1,zhang,0,133.811985,0.7935206869633099,0.8057546461711516,0.7648098597794072,4-6-16-22-29-47-52-56-62-99-102-103-115-117-120-121-127-129-141-147-151-154-155-175-180
indian_pines,25,1,sig,0,127.482786,0.8341139734582358,0.814238594418174,0.8114080097686442,2-4-5-7-15-16-23-27-28-31-36-44-52-57-73-89-121-141-148-165-166-174-175-187-196
indian_pines,25,1,sigfc,0,87.459111,0.8075722092115535,0.775585448171556,0.7812171106647534,6-14-15-22-23-25-32-33-34-37-45-46-56-78-81-84-90-128-136-138-150-151-157-167-199
indian_pines,25,1,lsig,0,142.650201,0.7810304449648712,0.7724550651602635,0.7508091478963541,4-5-7-8-10-16-18-20-22-29-101-117-121-134-142-148-156-164-165-168-171-175-185-191-199
indian_pines,25,1,lsig2,0,147.734754,0.7872755659640905,0.7822949151021841,0.7581065547997474,0-2-4-5-7-8-10-15-16-29-31-73-109-117-127-148-152-155-164-169-170-176-185-187-189
indian_pines,25,2,zhang,0,137.045816,0.8130366900858704,0.8418165633165824,0.7865314186534133,4-6-22-47-54-55-62-65-74-76-78-81-85-99-103-110-117-120-123-128-129-155-162-180-183
indian_pines,25,2,sig,0,142.398698,0.8032786885245902,0.7806877869659474,0.7756059430934052,2-7-8-16-26-27-28-31-40-46-49-52-65-79-80-107-147-149-156-159-175-178-184-188-189
indian_pines,25,2,sigfc,0,97.571804,0.7857142857142857,0.7873653599714454,0.7555083871481367,20-22-25-32-33-34-48-50-56-74-84-102-103-126-128-139-147-151-153-171-172-179-185-191-197
indian_pines,25,2,lsig,0,145.519511,0.8462138953942233,0.8056283609951532,0.8244346636436084,4-5-7-13-25-27-28-30-40-43-77-109-111-125-134-147-153-156-159-164-168-174-178-184-185
indian_pines,25,2,lsig2,0,147.478644,0.7919594067135051,0.7035605523412742,0.76256341499335,5-7-8-10-13-16-19-22-26-27-28-31-34-111-122-132-158-170-172-174-175-180-185-194-199
indian_pines,25,3,zhang,0,136.687005,0.8356752537080406,0.8389747532950068,0.8124924052263516,4-5-6-16-18-22-33-47-55-61-62-63-65-74-77-85-94-97-120-122-129-132-179-180-196
indian_pines,25,3,sig,0,142.677717,0.8583138173302107,0.8496758195160883,0.8389272555148007,4-5-12-16-25-27-29-34-44-51-56-65-101-107-113-114-121-125-149-157-168-170-175-187-189
