dataset,target_size,algorithm,time,oa,aa,k,selected_features
indian_pines,5,zhang,578.1,0.5883099141295863,0.4587679233899983,0.5187497668504899,5$6$7$23$29||5$6$8$14$183||6$8$29$170$174||5$6$8$30$183
indian_pines,5,lw,1446.45,0.6968514181628936,0.6440836656512505,0.6502961927170722,34$36$78$147$148||34$36$78$147$148||34$36$78$80$148
indian_pines,5,lw_relu,1711.28,0.723783502472027,0.6963014723772915,0.6819915658886578,34$36$78$80$148||34$36$41$78$148||34$36$80$147$148
