dataset,target_size,algorithm,time,oa,aa,k,selected_features,fold
indian_pines,5,attn_mean,1040.039277,0.7517564402810304,0.640939895645088,0.7154618825247713,6$34$127$148$184,0
indian_pines,10,attn_mean,0.0,0.8118657298985168,0.8077433202676787,0.7849605944630598,6$32$34$39$78$127$148$149$164$184,0
indian_pines,15,attn_mean,0.0,0.8411397345823576,0.8256736588358972,0.8190103572272256,6$19$32$34$37$39$71$73$78$97$127$148$149$164$184,0
indian_pines,20,attn_mean,0.0,0.8348946135831382,0.8364361071986643,0.8119079851709918,6$19$32$34$37$39$56$71$73$74$77$78$90$97$127$148$149$164$183$184,0
indian_pines,25,attn_mean,0.0,0.8427010148321624,0.8333382970112974,0.8208479274123219,6$17$19$32$33$34$37$39$56$60$71$73$74$77$78$90$93$97$127$148$149$164$183$184$197,0
indian_pines,30,attn_mean,0.0,0.8442622950819673,0.812361699273854,0.8224706128756295,2$3$6$17$19$32$33$34$37$39$56$60$70$71$73$74$77$78$83$89$90$93$97$127$148$149$164$183$184$197,0
